personId,firstName,lastName,teamId,min,points,fgm,fga,ftm,fta,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,gameId
202083,Wesley,Matthews,1610612742,31,14,4,12,2,2,4,5,1,1,2,4,2,2,2,0,-14,0021800454
203084,Harrison,Barnes,1610612742,33,30,10,16,5,6,5,8,1,3,4,0,1,1,0,1,9,0021800454
201599,DeAndre,Jordan,1610612742,26,11,4,6,3,6,0,0,2,10,12,1,6,2,2,0,18,0021800454
1628973,Jalen,Brunson,1610612742,24,8,4,7,0,0,0,1,0,0,0,1,1,0,0,0,3,0021800454
1629029,Luka,Doncic,1610612742,34,23,5,15,10,12,3,9,0,6,6,12,1,1,1,0,7,0021800454
200826,J.J.,Barea,1610612742,20,10,4,11,2,2,0,3,1,3,4,5,0,0,1,0,-14,0021800454
203939,Dwight,Powell,1610612742,16,8,3,5,1,2,1,2,0,2,2,1,2,0,1,0,-27,0021800454
1627827,Dorian,Finney-Smith,1610612742,27,2,1,5,0,0,0,4,1,1,2,1,2,1,1,0,-1,0021800454
2734,Devin,Harris,1610612742,15,9,4,7,0,0,1,4,0,0,0,0,2,1,0,0,-14,0021800454
1717,Dirk,Nowitzki,1610612742,7,3,1,2,0,0,1,1,0,1,1,1,0,0,0,0,-9,0021800454
1629151,Ryan,Broekhoff,1610612742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0021800454
1626257,Salah,Mejri,1610612742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800454
1627823,Juancho,Hernangomez,1610612743,30,12,3,8,5,6,1,4,3,3,6,0,2,0,0,1,9,0021800454
203999,Nikola,Jokic,1610612743,34,32,13,25,4,4,2,6,6,10,16,4,4,3,5,1,15,0021800454
203486,Mason,Plumlee,1610612743,33,11,5,8,1,2,0,0,1,8,9,3,4,0,1,0,-1,0021800454
1628470,Torrey,Craig,1610612743,20,5,2,5,0,0,1,3,0,1,1,1,5,0,2,0,-5,0021800454
1627750,Jamal,Murray,1610612743,39,22,10,18,1,2,1,4,1,6,7,15,2,1,5,1,-6,0021800454
1628420,Monte,Morris,1610612743,24,16,7,10,0,0,2,3,0,4,4,5,2,2,1,0,11,0021800454
1627736,Malik,Beasley,1610612743,26,12,5,8,0,0,2,4,1,0,1,4,5,1,1,0,12,0021800454
1626168,Trey,Lyles,1610612743,21,16,5,7,3,4,3,4,0,3,3,0,2,0,0,0,7,0021800454
201156,Nick,Young,1610612743,8,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,-2,0021800454
1629164,Brandon,Goodwin,1610612743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800454
1628399,Tyler,Lydon,1610612743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800454
1629118,Thomas,Welsh,1610612743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800454
