personId,firstName,lastName,teamId,min,points,fgm,fga,ftm,fta,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,gameId
1627823,Juancho,Hernangomez,1610612743,35,20,7,12,2,2,4,6,3,8,11,2,3,0,4,1,-12,0021800228
200794,Paul,Millsap,1610612743,21,7,3,8,1,3,0,3,1,0,1,3,3,0,1,2,-2,0021800228
203999,Nikola,Jokic,1610612743,34,25,10,20,3,4,2,8,3,7,10,8,2,1,1,0,-11,0021800228
203914,Gary,Harris,1610612743,38,24,9,16,0,0,6,9,1,4,5,4,3,1,0,1,1,0021800228
1627750,Jamal,Murray,1610612743,28,11,4,14,2,2,1,5,0,2,2,6,3,0,1,1,-14,0021800228
1628420,Monte,Morris,1610612743,34,13,6,7,0,0,1,1,0,3,3,5,1,0,2,0,1,0021800228
1626168,Trey,Lyles,1610612743,20,7,3,9,0,2,1,4,1,3,4,1,4,0,2,0,-7,0021800228
203486,Mason,Plumlee,1610612743,12,4,2,4,0,0,0,0,1,4,5,1,4,3,1,1,-3,0021800228
1627736,Malik,Beasley,1610612743,13,4,2,5,0,0,0,3,0,2,2,0,0,0,1,0,-3,0021800228
1629152,DeVaughn,Akoon-Purcell,1610612743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800228
1628470,Torrey,Craig,1610612743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800228
1628399,Tyler,Lydon,1610612743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800228
1629118,Thomas,Welsh,1610612743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800228
202325,Wesley,Johnson,1610612740,24,6,2,3,0,0,2,3,1,5,6,2,1,0,0,0,-1,0021800228
203076,Anthony,Davis,1610612740,37,40,10,20,20,21,0,1,4,4,8,8,4,0,0,1,11,0021800228
202703,Nikola,Mirotic,1610612740,33,20,6,12,5,5,3,7,0,10,10,2,2,0,1,3,14,0021800228
202734,E'Twaun,Moore,1610612740,35,13,6,12,0,0,1,2,0,5,5,1,1,0,2,0,6,0021800228
201950,Jrue,Holiday,1610612740,31,19,8,19,1,1,2,5,1,2,3,8,4,3,2,1,-1,0021800228
203546,Ian,Clark,1610612740,22,3,1,5,0,0,1,3,0,3,3,5,1,0,3,0,16,0021800228
203944,Julius,Randle,1610612740,27,21,8,13,5,7,0,1,4,6,10,3,3,3,1,1,-1,0021800228
203121,Darius,Miller,1610612740,23,3,1,3,0,0,1,3,0,0,0,0,2,0,1,2,3,0021800228
1628402,Frank,Jackson,1610612740,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0021800228
1627767,Cheick,Diallo,1610612740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800228
204025,Tim,Frazier,1610612740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800228
203524,Solomon,Hill,1610612740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800228
1626143,Jahlil,Okafor,1610612740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800228
