personId,firstName,lastName,teamId,min,points,fgm,fga,ftm,fta,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,gameId
203585,Rodney,McGruder,1610612748,28,14,5,9,0,0,4,8,2,3,5,0,3,0,0,0,14,0021800376
201949,James,Johnson,1610612748,16,8,4,9,0,0,0,4,0,3,3,1,0,2,1,1,9,0021800376
1628389,Bam,Adebayo,1610612748,32,22,6,9,10,11,0,0,3,7,10,2,1,1,0,1,20,0021800376
1626196,Josh,Richardson,1610612748,38,8,3,10,0,0,2,5,0,3,3,5,1,1,0,1,26,0021800376
201609,Goran,Dragic,1610612748,21,11,5,12,0,0,1,3,0,1,1,10,0,3,3,0,15,0021800376
2548,Dwyane,Wade,1610612748,21,2,0,6,2,2,0,3,0,1,1,2,2,1,3,0,4,0021800376
203482,Kelly,Olynyk,1610612748,22,13,5,11,2,2,1,6,0,4,4,3,4,1,1,1,-5,0021800376
1627884,Derrick,Jones Jr.,1610612748,6,5,2,3,0,0,1,2,0,0,0,0,2,0,0,0,-5,0021800376
204020,Tyler,Johnson,1610612748,21,12,5,9,0,0,2,2,0,5,5,3,1,0,0,0,-1,0021800376
1626159,Justise,Winslow,1610612748,31,20,7,8,2,3,4,4,1,7,8,6,2,1,4,1,8,0021800376
2617,Udonis,Haslem,1610612748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800376
202355,Hassan,Whiteside,1610612748,,,,,,,,,,,,,,,,,,0021800376
1628367,Josh,Jackson,1610612756,23,9,1,4,7,9,0,0,1,4,5,4,1,2,6,1,-6,0021800376
2772,Trevor,Ariza,1610612756,33,10,4,11,0,0,2,6,1,6,7,6,0,0,1,0,-21,0021800376
1629028,Deandre,Ayton,1610612756,29,16,8,11,0,0,0,0,1,10,11,2,2,0,3,1,-11,0021800376
1628969,Mikal,Bridges,1610612756,34,12,4,11,1,2,3,7,1,1,2,3,2,2,0,0,-16,0021800376
1629001,De'Anthony,Melton,1610612756,24,12,4,9,1,1,3,5,0,3,3,4,3,1,4,0,-17,0021800376
2037,Jamal,Crawford,1610612756,21,6,2,8,2,2,0,4,0,1,1,3,4,0,1,0,-10,0021800376
1626158,Richaun,Holmes,1610612756,18,11,5,7,1,2,0,0,0,4,4,0,2,0,2,2,-6,0021800376
1629059,Elie,Okobo,1610612756,22,4,2,5,0,0,0,2,0,5,5,5,5,2,3,0,5,0021800376
203584,Troy,Daniels,1610612756,31,18,6,13,0,0,6,10,0,4,4,0,2,0,0,0,-3,0021800376
201583,Ryan,Anderson,1610612756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800376
1627733,Dragan,Bender,1610612756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800376
1628393,Jawun,Evans,1610612756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800376
1628994,George,King,1610612756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800376
