personId,firstName,lastName,teamId,min,points,fgm,fga,ftm,fta,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,gameId
203952,Andrew,Wiggins,1610612750,35,23,10,17,2,3,1,2,0,10,10,7,3,0,2,2,-1,0021800823
201959,Taj,Gibson,1610612750,23,9,4,8,1,3,0,0,1,3,4,0,3,0,1,2,-18,0021800823
1626157,Karl-Anthony,Towns,1610612750,32,32,12,20,4,4,4,5,1,7,8,3,2,1,4,2,-15,0021800823
1629006,Josh,Okogie,1610612750,29,3,1,9,0,0,1,6,2,3,5,0,3,1,2,1,-10,0021800823
203477,Isaiah,Canaan,1610612750,31,12,4,9,2,2,2,4,0,2,2,5,1,2,1,0,-7,0021800823
201952,Jeff,Teague,1610612750,16,12,6,7,0,2,0,0,0,4,4,5,1,0,3,0,5,0021800823
203967,Dario,Saric,1610612750,24,9,2,6,4,4,1,1,1,2,3,1,1,1,2,0,13,0021800823
203476,Gorgui,Dieng,1610612750,11,9,3,6,3,4,0,0,3,5,8,1,2,1,0,1,9,0021800823
2736,Luol,Deng,1610612750,31,8,4,9,0,0,0,3,2,3,5,0,2,0,0,0,4,0021800823
201229,Anthony,Tolliver,1610612750,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-5,0021800823
1628966,Keita,Bates-Diop,1610612750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800823
201573,Jerryd,Bayless,1610612750,,,,,,,,,,,,,,,,,,0021800823
203710,C.J.,Williams,1610612750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800823
203121,Darius,Miller,1610612740,29,5,2,10,0,0,1,6,0,2,2,3,3,0,0,0,19,0021800823
1629026,Kenrich,Williams,1610612740,36,19,6,10,3,3,4,7,0,6,6,2,1,0,1,1,7,0021800823
203076,Anthony,Davis,1610612740,24,32,11,15,10,11,0,1,2,7,9,2,3,0,2,3,22,0021800823
201950,Jrue,Holiday,1610612740,36,27,8,21,10,10,1,5,0,4,4,9,1,3,4,1,18,0021800823
1628402,Frank,Jackson,1610612740,21,4,2,4,0,0,0,1,0,3,3,2,2,2,0,0,-18,0021800823
203944,Julius,Randle,1610612740,24,12,4,11,4,4,0,3,1,7,8,1,4,3,3,1,-15,0021800823
1626169,Stanley,Johnson,1610612740,19,6,3,7,0,0,0,3,1,1,2,0,4,1,0,0,-18,0021800823
203546,Ian,Clark,1610612740,6,3,1,3,0,0,1,2,0,0,0,0,0,0,1,0,-5,0021800823
1627767,Cheick,Diallo,1610612740,8,2,1,2,0,0,0,0,2,0,2,0,1,0,0,1,-4,0021800823
204025,Tim,Frazier,1610612740,31,12,5,8,0,0,2,2,2,7,9,8,2,2,0,0,19,0021800823
203524,Solomon,Hill,1610612740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800823
202734,E'Twaun,Moore,1610612740,,,,,,,,,,,,,,,,,,0021800823
201160,Jason,Smith,1610612740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021800823
