id,game_url,season_id,date,time,arena,city,state,country,home_start_date,home_start_time,visitor_start_date,visitor_start_time,previewAvailable,recapAvailable,notebookAvailable,tnt_ot,buzzerBeater,ticket.ticket_link,period_time.period_value,period_time.period_status,period_time.game_status,period_time.game_clock,period_time.total_periods,period_time.period_name,lp.lp_video,lp.condensed_bb,lp.visitor.audio.ENG,lp.visitor.audio.SPA,lp.visitor.video.avl,lp.visitor.video.onAir,lp.visitor.video.archBB,lp.home.audio.ENG,lp.home.audio.SPA,lp.home.video.avl,lp.home.video.onAir,lp.home.video.archBB,dl.link,broadcasters.radio.broadcaster,broadcasters.tv.broadcaster,visitor.id,visitor.team_key,visitor.city,visitor.abbreviation,visitor.nickname,visitor.url_name,visitor.team_code,visitor.score,home.id,home.team_key,home.city,home.abbreviation,home.nickname,home.url_name,home.team_code,home.score,visitor.linescores.period,home.linescores.period
0021800911,20190227/HOUCHA,22018,20190227,1900,Spectrum Center,Charlotte,NC,USA,20190227,1900,20190227,1800,1,1,0,0,0,https://a.data.nba.com/tickets/single/2019/0021800911/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '790 AM'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'Fox Sports Southeast - Charlotte'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'AT&T Sportsnet - Southwest'}]",1610612745,HOU,Houston,HOU,Rockets,rockets,rockets,118,1610612766,CHA,Charlotte,CHA,Hornets,hornets,hornets,113,,
0021800912,20190227/MINATL,22018,20190227,1930,State Farm Arena,Atlanta,GA,USA,20190227,1930,20190227,1830,1,1,0,0,0,https://a.data.nba.com/tickets/single/2019/0021800912/WEB_MWEB,5,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '830 WCCO'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WZGC 92.9 FM The Game'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'Fox Sports Southeast - Atlanta'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Fox Sports North'}]",1610612750,MIN,Minnesota,MIN,Timberwolves,timberwolves,timberwolves,123,1610612737,ATL,Atlanta,ATL,Hawks,hawks,hawks,131,,
0021800914,20190227/WASBKN,22018,20190227,1930,Barclays Center,Brooklyn,NY,USA,20190227,1930,20190227,1930,1,1,0,0,0,https://a.data.nba.com/tickets/single/2019/0021800914/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '1500 AM'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WFAN'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'YES'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'NBC Sports Washington'}]",1610612764,WAS,Washington,WAS,Wizards,wizards,wizards,125,1610612751,BKN,Brooklyn,BKN,Nets,nets,nets,116,,
0021800915,20190227/GSWMIA,22018,20190227,1930,AmericanAirlines Arena,Miami,FL,USA,20190227,1930,20190227,1630,1,1,0,0,0,https://a.data.nba.com/tickets/single/2019/0021800915/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '95.7 The Game'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': '790 The Ticket / S: WAQI 710 AM'}]","[{'scope': 'can', 'home_visitor': 'can', 'display_name': 'RDS2'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'Fox Sports Sun'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'NBC Sports Bay Area'}]",1610612744,GSW,Golden State,GSW,Warriors,warriors,warriors,125,1610612748,MIA,Miami,MIA,Heat,heat,heat,126,"[{'period_value': '1', 'period_name': 'Q1', 'score': '22'}, {'period_value': '2', 'period_name': 'Q2', 'score': '37'}, {'period_value': '3', 'period_name': 'Q3', 'score': '33'}, {'period_value': '4', 'period_name': 'Q4', 'score': '33'}]","[{'period_value': '1', 'period_name': 'Q1', 'score': '32'}, {'period_value': '2', 'period_name': 'Q2', 'score': '42'}, {'period_value': '3', 'period_name': 'Q3', 'score': '26'}, {'period_value': '4', 'period_name': 'Q4', 'score': '26'}]"
0021800913,20190227/PORBOS,22018,20190227,2000,TD Garden,Boston,MA,USA,20190227,2000,20190227,1700,1,1,0,0,0,https://a.data.nba.com/tickets/single/2019/0021800913/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,false,false,false,false,false,true,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Rip City Radio 620'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': '98.5 The Sports Hub'}]","[{'scope': 'natl', 'home_visitor': 'natl', 'display_name': 'ESPN'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'NBC Sports Boston'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'NBCSNW/Blazers Pass'}]",1610612757,POR,Portland,POR,Trail Blazers,blazers,blazers,97,1610612738,BOS,Boston,BOS,Celtics,celtics,celtics,92,"[{'period_value': '1', 'period_name': 'Q1', 'score': '25'}, {'period_value': '2', 'period_name': 'Q2', 'score': '18'}, {'period_value': '3', 'period_name': 'Q3', 'score': '31'}, {'period_value': '4', 'period_name': 'Q4', 'score': '23'}]","[{'period_value': '1', 'period_name': 'Q1', 'score': '24'}, {'period_value': '2', 'period_name': 'Q2', 'score': '18'}, {'period_value': '3', 'period_name': 'Q3', 'score': '22'}, {'period_value': '4', 'period_name': 'Q4', 'score': '28'}]"
0021800916,20190227/CHIMEM,22018,20190227,2000,FedEx Forum,Memphis,TN,USA,20190227,1900,20190227,1900,1,1,0,0,0,https://a.data.nba.com/tickets/single/2019/0021800916/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'WSCR-AM 670'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'Fox Sports Southeast - Memphis'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'NBC Sports Chicago'}]",1610612741,CHI,Chicago,CHI,Bulls,bulls,bulls,109,1610612763,MEM,Memphis,MEM,Grizzlies,grizzlies,grizzlies,107,,
0021800917,20190227/DETSAS,22018,20190227,2030,AT&T Center,San Antonio,TX,USA,20190227,1930,20190227,2030,1,1,0,0,0,https://a.data.nba.com/tickets/single/2019/0021800917/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '97.1 FM The Ticket'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WOAI 1200AM'}]","[{'scope': 'can', 'home_visitor': 'can', 'display_name': 'TSN5'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'Fox Sports Southwest - San Antonio'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Fox Sports Detroit'}]",1610612765,DET,Detroit,DET,Pistons,pistons,pistons,93,1610612759,SAS,San Antonio,SAS,Spurs,spurs,spurs,105,,
0021800918,20190227/INDDAL,22018,20190227,2030,American Airlines Center,Dallas,TX,USA,20190227,1930,20190227,2030,1,1,0,0,0,https://a.data.nba.com/tickets/single/2019/0021800918/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '1070 The Fan/107.5 FM'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'Fox Sports Southwest - Dallas'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Fox Sports Indiana'}]",1610612754,IND,Indiana,IND,Pacers,pacers,pacers,101,1610612742,DAL,Dallas,DAL,Mavericks,mavericks,mavericks,110,,
0021800919,20190227/LACUTA,22018,20190227,2100,Vivint Smart Home Arena,Salt Lake City,UT,USA,20190227,1900,20190227,1800,1,1,0,0,0,https://a.data.nba.com/tickets/single/2019/0021800919/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'AM 570 LA Sports'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': '97.5 FM | 1280 AM The Zone'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'AT&T Sportsnet - Rocky Mountain'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Fox Sports Prime Ticket'}]",1610612746,LAC,LA,LAC,Clippers,clippers,clippers,105,1610612762,UTA,Utah,UTA,Jazz,jazz,jazz,111,,
0021800920,20190227/MILSAC,22018,20190227,2200,Golden 1 Center,Sacramento,CA,USA,20190227,1900,20190227,2100,1,1,0,0,0,https://a.data.nba.com/tickets/single/2019/0021800920/WEB_MWEB,5,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '620 AM/103.3 FM WTMJ'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'KHTK Sports 1140 AM'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'NBC Sports California'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Fox Sports Wisconsin'}]",1610612749,MIL,Milwaukee,MIL,Bucks,bucks,bucks,141,1610612758,SAC,Sacramento,SAC,Kings,kings,kings,140,,
