id,game_url,season_id,date,time,arena,city,state,country,home_start_date,home_start_time,visitor_start_date,visitor_start_time,previewAvailable,recapAvailable,notebookAvailable,tnt_ot,buzzerBeater,ticket.ticket_link,period_time.period_value,period_time.period_status,period_time.game_status,period_time.game_clock,period_time.total_periods,period_time.period_name,lp.lp_video,lp.condensed_bb,lp.visitor.audio.ENG,lp.visitor.audio.SPA,lp.visitor.video.avl,lp.visitor.video.onAir,lp.visitor.video.archBB,lp.home.audio.ENG,lp.home.audio.SPA,lp.home.video.avl,lp.home.video.onAir,lp.home.video.archBB,dl.link,broadcasters.tv.broadcaster,playoffs.round,playoffs.conference,playoffs.series,playoffs.gameId,playoffs.gameStatus,playoffs.game_number,playoffs.game_necessary_flag,playoffs.home_seed,playoffs.visitor_seed,playoffs.home_wins,playoffs.visitor_wins,visitor.id,visitor.team_key,visitor.city,visitor.abbreviation,visitor.nickname,visitor.url_name,visitor.team_code,visitor.score,visitor.linescores.period,home.id,home.team_key,home.city,home.abbreviation,home.nickname,home.url_name,home.team_code,home.score,home.linescores.period,broadcasters.radio
0041800201,20190428/BOSMIL,42018,20190428,1300,Fiserv Forum,Milwaukee,WI,USA,20190428,1200,20190428,1300,1,1,0,0,0,https://a.data.nba.com/tickets/single/2018/0041800201/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,false,false,false,false,false,true,"[{'name': 'ABC', 'long_nm': '', 'code': 'espn', 'url': 'http://www.espn.com/watch?id=3511315', 'mobile_url': 'watchespn://showEvent?eventId=3511315', 'home_visitor': 'natl'}]","[{'scope': 'natl', 'home_visitor': 'natl', 'display_name': 'ABC'}]",2,East,1,0041800201,3,1,0,1,4,0,1,1610612738,BOS,Boston,BOS,Celtics,celtics,celtics,112,"[{'period_value': '1', 'period_name': 'Q1', 'score': '26'}, {'period_value': '2', 'period_name': 'Q2', 'score': '26'}, {'period_value': '3', 'period_name': 'Q3', 'score': '36'}, {'period_value': '4', 'period_name': 'Q4', 'score': '24'}]",1610612749,MIL,Milwaukee,MIL,Bucks,bucks,bucks,90,"[{'period_value': '1', 'period_name': 'Q1', 'score': '17'}, {'period_value': '2', 'period_name': 'Q2', 'score': '33'}, {'period_value': '3', 'period_name': 'Q3', 'score': '21'}, {'period_value': '4', 'period_name': 'Q4', 'score': '19'}]",
0041800221,20190428/HOUGSW,42018,20190428,1530,ORACLE Arena,Oakland,CA,USA,20190428,1230,20190428,1430,1,1,0,0,0,https://a.data.nba.com/tickets/single/2018/0041800221/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,false,false,false,false,false,true,"[{'name': 'ABC', 'long_nm': '', 'code': 'espn', 'url': 'http://www.espn.com/watch?id=3511537', 'mobile_url': 'watchespn://showEvent?eventId=3511537', 'home_visitor': 'natl'}]","[{'scope': 'natl', 'home_visitor': 'natl', 'display_name': 'ABC'}]",2,West,1,0041800221,3,1,0,1,4,1,0,1610612745,HOU,Houston,HOU,Rockets,rockets,rockets,100,"[{'period_value': '1', 'period_name': 'Q1', 'score': '19'}, {'period_value': '2', 'period_name': 'Q2', 'score': '34'}, {'period_value': '3', 'period_name': 'Q3', 'score': '23'}, {'period_value': '4', 'period_name': 'Q4', 'score': '24'}]",1610612744,GSW,Golden State,GSW,Warriors,warriors,warriors,104,"[{'period_value': '1', 'period_name': 'Q1', 'score': '28'}, {'period_value': '2', 'period_name': 'Q2', 'score': '25'}, {'period_value': '3', 'period_name': 'Q3', 'score': '30'}, {'period_value': '4', 'period_name': 'Q4', 'score': '21'}]",
