id,game_url,season_id,date,time,arena,city,state,country,home_start_date,home_start_time,visitor_start_date,visitor_start_time,previewAvailable,recapAvailable,notebookAvailable,tnt_ot,buzzerBeater,ticket.ticket_link,period_time.period_value,period_time.period_status,period_time.game_status,period_time.game_clock,period_time.total_periods,period_time.period_name,lp.lp_video,lp.condensed_bb,lp.visitor.audio.ENG,lp.visitor.audio.SPA,lp.visitor.video.avl,lp.visitor.video.onAir,lp.visitor.video.archBB,lp.home.audio.ENG,lp.home.audio.SPA,lp.home.video.avl,lp.home.video.onAir,lp.home.video.archBB,dl.link,broadcasters.radio.broadcaster,broadcasters.tv.broadcaster,visitor.id,visitor.team_key,visitor.city,visitor.abbreviation,visitor.nickname,visitor.url_name,visitor.team_code,visitor.score,visitor.linescores.period,home.id,home.team_key,home.city,home.abbreviation,home.nickname,home.url_name,home.team_code,home.score,home.linescores.period
0021601145,20170402/BOSNYK,22016,20170402,1300,Madison Square Garden,New York,NY,,20170402,1300,20170402,1300,0,0,0,0,0,https://a.data.nba.com/tickets/single/2018/0021601145/WEB_MWEB,4,Final,3,,4,Qtr,false,true,false,false,false,false,false,false,false,true,false,false,"[{'name': 'ABC', 'long_nm': '', 'code': 'espn', 'url': 'http://es.pn/2muguzv', 'mobile_url': 'sportscenter://x-callback-url/showWatchStream?playID=New York Knicks', 'home_visitor': 'natl'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '100.7 WZLX'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'ESPN NY 98.7'}]","[{'scope': 'natl', 'home_visitor': 'natl', 'display_name': 'ABC'}]",1610612738,BOS,Boston,BOS,Celtics,celtics,celtics,110,"[{'period_value': '1', 'period_name': 'Q1', 'score': '34'}, {'period_value': '2', 'period_name': 'Q2', 'score': '26'}, {'period_value': '3', 'period_name': 'Q3', 'score': '28'}, {'period_value': '4', 'period_name': 'Q4', 'score': '22'}]",1610612752,NYK,New York,NYK,Knicks,knicks,knicks,94,"[{'period_value': '1', 'period_name': 'Q1', 'score': '23'}, {'period_value': '2', 'period_name': 'Q2', 'score': '24'}, {'period_value': '3', 'period_name': 'Q3', 'score': '24'}, {'period_value': '4', 'period_name': 'Q4', 'score': '23'}]"
0021601142,20170402/CHAOKC,22016,20170402,1500,Chesapeake Energy Arena,Oklahoma City,OK,,20170402,1400,20170402,1500,0,0,0,0,0,https://a.data.nba.com/tickets/single/2018/0021601142/WEB_MWEB,4,Final,3,,4,Qtr,false,true,false,false,true,false,false,false,false,true,false,false,"[{'name': 'FSSE-CHA', 'long_nm': 'Fox Sports Southest - Charlotte', 'code': 'char', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'visitor'}, {'name': 'FSOK', 'long_nm': 'Fox Sports Net - Oklahoma', 'code': 'okcr', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'home'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'WFNZ 610 AM'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WWLS 98.1FM OKC / 930AM (ESP)'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'FS Oklahoma HD'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Fox Sports Southeast - Charlotte'}]",1610612766,CHA,Charlotte,CHA,Hornets,hornets,hornets,113,"[{'period_value': '1', 'period_name': 'Q1', 'score': '31'}, {'period_value': '2', 'period_name': 'Q2', 'score': '28'}, {'period_value': '3', 'period_name': 'Q3', 'score': '25'}, {'period_value': '4', 'period_name': 'Q4', 'score': '29'}]",1610612760,OKC,Oklahoma City,OKC,Thunder,thunder,thunder,101,"[{'period_value': '1', 'period_name': 'Q1', 'score': '22'}, {'period_value': '2', 'period_name': 'Q2', 'score': '32'}, {'period_value': '3', 'period_name': 'Q3', 'score': '16'}, {'period_value': '4', 'period_name': 'Q4', 'score': '31'}]"
0021601143,20170402/MEMLAL,22016,20170402,1530,Staples Center,Los Angeles,CA,,20170402,1230,20170402,1430,0,0,0,0,0,https://a.data.nba.com/tickets/single/2018/0021601143/WEB_MWEB,4,Final,3,,4,Qtr,false,true,false,false,true,false,false,false,false,true,false,false,"[{'name': 'FSSE-MEM', 'long_nm': 'Fox Sports Southeast Memphis', 'code': 'memr', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'visitor'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'WMFS'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': '710 AM ESPN / 1330 AM ESPN DEPORTES'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'SpecSN/SpecD'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Fox Sports Southeast'}]",1610612763,MEM,Memphis,MEM,Grizzlies,grizzlies,grizzlies,103,"[{'period_value': '1', 'period_name': 'Q1', 'score': '27'}, {'period_value': '2', 'period_name': 'Q2', 'score': '22'}, {'period_value': '3', 'period_name': 'Q3', 'score': '31'}, {'period_value': '4', 'period_name': 'Q4', 'score': '23'}]",1610612747,LAL,Los Angeles,LAL,Lakers,lakers,lakers,108,"[{'period_value': '1', 'period_name': 'Q1', 'score': '22'}, {'period_value': '2', 'period_name': 'Q2', 'score': '28'}, {'period_value': '3', 'period_name': 'Q3', 'score': '29'}, {'period_value': '4', 'period_name': 'Q4', 'score': '29'}]"
0021601144,20170402/DALMIL,22016,20170402,1530,BMO Harris Bradley Center,Milwaukee,WI,,20170402,1430,20170402,1430,0,0,0,0,0,https://a.data.nba.com/tickets/single/2018/0021601144/WEB_MWEB,4,Final,3,,4,Qtr,false,true,false,false,true,false,false,false,false,true,false,false,"[{'name': 'FSSW-DAL', 'long_nm': 'Fox Sports Southwest - Dallas', 'code': 'dalr', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'visitor'}, {'name': 'FSNWI', 'long_nm': 'Fox Sports Network Wisconsin', 'code': 'milr', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'home'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '103.3 ESPN'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'AM 620 WTMJ'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'Fox Sports Wisconsin'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'FSSW'}]",1610612742,DAL,Dallas,DAL,Mavericks,mavericks,mavericks,109,"[{'period_value': '1', 'period_name': 'Q1', 'score': '31'}, {'period_value': '2', 'period_name': 'Q2', 'score': '22'}, {'period_value': '3', 'period_name': 'Q3', 'score': '22'}, {'period_value': '4', 'period_name': 'Q4', 'score': '34'}]",1610612749,MIL,Milwaukee,MIL,Bucks,bucks,bucks,105,"[{'period_value': '1', 'period_name': 'Q1', 'score': '28'}, {'period_value': '2', 'period_name': 'Q2', 'score': '25'}, {'period_value': '3', 'period_name': 'Q3', 'score': '25'}, {'period_value': '4', 'period_name': 'Q4', 'score': '27'}]"
0021601151,20170402/UTASAS,22016,20170402,1530,AT&T Center,San Antonio,TX,,20170402,1430,20170402,1330,0,0,0,0,0,https://a.data.nba.com/tickets/single/2018/0021601151/WEB_MWEB,4,Final,3,,4,Qtr,false,true,false,false,false,false,false,false,false,true,false,false,"[{'name': 'ABC', 'long_nm': '', 'code': 'espn', 'url': 'http://es.pn/2mQ911d', 'mobile_url': '', 'home_visitor': 'natl'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'KZNS'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WOAI 1200AM'}]","[{'scope': 'natl', 'home_visitor': 'natl', 'display_name': 'ABC'}]",1610612762,UTA,Utah,UTA,Jazz,jazz,jazz,103,"[{'period_value': '1', 'period_name': 'Q1', 'score': '28'}, {'period_value': '2', 'period_name': 'Q2', 'score': '24'}, {'period_value': '3', 'period_name': 'Q3', 'score': '26'}, {'period_value': '4', 'period_name': 'Q4', 'score': '25'}]",1610612759,SAS,San Antonio,SAS,Spurs,spurs,spurs,109,"[{'period_value': '1', 'period_name': 'Q1', 'score': '33'}, {'period_value': '2', 'period_name': 'Q2', 'score': '21'}, {'period_value': '3', 'period_name': 'Q3', 'score': '34'}, {'period_value': '4', 'period_name': 'Q4', 'score': '21'}]"
0021601146,20170402/CHINOP,22016,20170402,1800,Smoothie King Center,New Orleans,LA,,20170402,1700,20170402,1700,0,0,0,0,0,https://a.data.nba.com/tickets/single/2018/0021601146/WEB_MWEB,4,Final,3,,4,Qtr,false,true,false,false,true,false,false,false,false,true,false,false,"[{'name': 'FSNO', 'long_nm': 'Fox Sports Net New Orleans', 'code': 'nopr', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'home'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'WLS-AM 890'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WRNO 99.5FM'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'FSNOLA'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'CSN-Chicago'}]",1610612741,CHI,Chicago,CHI,Bulls,bulls,bulls,117,"[{'period_value': '1', 'period_name': 'Q1', 'score': '28'}, {'period_value': '2', 'period_name': 'Q2', 'score': '35'}, {'period_value': '3', 'period_name': 'Q3', 'score': '24'}, {'period_value': '4', 'period_name': 'Q4', 'score': '30'}]",1610612740,NOP,New Orleans,NOP,Pelicans,pelicans,pelicans,110,"[{'period_value': '1', 'period_name': 'Q1', 'score': '21'}, {'period_value': '2', 'period_name': 'Q2', 'score': '26'}, {'period_value': '3', 'period_name': 'Q3', 'score': '32'}, {'period_value': '4', 'period_name': 'Q4', 'score': '31'}]"
0021601147,20170402/PHITOR,22016,20170402,1800,Air Canada Centre,Toronto,ON,,20170402,1800,20170402,1800,0,0,0,0,0,https://a.data.nba.com/tickets/single/2018/0021601147/WEB_MWEB,4,Final,3,,4,Qtr,false,true,false,false,true,false,false,false,false,true,false,false,[],"[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '97.5 The Fanatic'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'Sportsnet 590 The FAN'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'Sportsnet One'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'CSN'}]",1610612755,PHI,Philadelphia,PHI,76ers,sixers,sixers,105,"[{'period_value': '1', 'period_name': 'Q1', 'score': '29'}, {'period_value': '2', 'period_name': 'Q2', 'score': '20'}, {'period_value': '3', 'period_name': 'Q3', 'score': '27'}, {'period_value': '4', 'period_name': 'Q4', 'score': '29'}]",1610612761,TOR,Toronto,TOR,Raptors,raptors,raptors,113,"[{'period_value': '1', 'period_name': 'Q1', 'score': '28'}, {'period_value': '2', 'period_name': 'Q2', 'score': '31'}, {'period_value': '3', 'period_name': 'Q3', 'score': '27'}, {'period_value': '4', 'period_name': 'Q4', 'score': '27'}]"
0021601148,20170402/ATLBKN,22016,20170402,1800,Barclays Center,Brooklyn,NY,,20170402,1800,20170402,1800,0,0,0,0,0,https://a.data.nba.com/tickets/single/2018/0021601148/WEB_MWEB,4,Final,3,,4,Qtr,false,true,false,false,true,false,false,false,false,true,false,false,"[{'name': 'FSSE-ATL', 'long_nm': 'Fox Sports Southeast - Atlanta', 'code': 'atlr', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'visitor'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '92.9 FM ""The Game""'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WFAN'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'YES'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'FOX Sports Southeast'}]",1610612737,ATL,Atlanta,ATL,Hawks,hawks,hawks,82,"[{'period_value': '1', 'period_name': 'Q1', 'score': '24'}, {'period_value': '2', 'period_name': 'Q2', 'score': '19'}, {'period_value': '3', 'period_name': 'Q3', 'score': '18'}, {'period_value': '4', 'period_name': 'Q4', 'score': '21'}]",1610612751,BKN,Brooklyn,BKN,Nets,nets,nets,91,"[{'period_value': '1', 'period_name': 'Q1', 'score': '29'}, {'period_value': '2', 'period_name': 'Q2', 'score': '17'}, {'period_value': '3', 'period_name': 'Q3', 'score': '24'}, {'period_value': '4', 'period_name': 'Q4', 'score': '21'}]"
0021601149,20170402/DENMIA,22016,20170402,1800,AmericanAirlines Arena,Miami,FL,,20170402,1800,20170402,1600,0,0,0,0,0,https://a.data.nba.com/tickets/single/2018/0021601149/WEB_MWEB,4,Final,3,,4,Qtr,false,true,false,false,true,false,false,false,false,true,false,false,"[{'name': 'FS-SUN', 'long_nm': 'Fox Sports Sun', 'code': 'miar', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'home'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'KKSE 950AM'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': '790 The Ticket / S: WAQI 710 AM'}]","[{'scope': 'natl', 'home_visitor': 'natl', 'display_name': 'NBATV'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'FS-SUN'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Altitude2'}]",1610612743,DEN,Denver,DEN,Nuggets,nuggets,nuggets,116,"[{'period_value': '1', 'period_name': 'Q1', 'score': '37'}, {'period_value': '2', 'period_name': 'Q2', 'score': '31'}, {'period_value': '3', 'period_name': 'Q3', 'score': '25'}, {'period_value': '4', 'period_name': 'Q4', 'score': '23'}]",1610612748,MIA,Miami,MIA,Heat,heat,heat,113,"[{'period_value': '1', 'period_name': 'Q1', 'score': '30'}, {'period_value': '2', 'period_name': 'Q2', 'score': '28'}, {'period_value': '3', 'period_name': 'Q3', 'score': '29'}, {'period_value': '4', 'period_name': 'Q4', 'score': '26'}]"
0021601150,20170402/INDCLE,22016,20170402,1800,Quicken Loans Arena,Cleveland,OH,,20170402,1800,20170402,1800,0,0,0,0,0,https://a.data.nba.com/tickets/single/2018/0021601150/WEB_MWEB,6,Final,3,,4,Qtr,false,true,false,false,true,false,false,false,false,true,false,false,"[{'name': 'FSI', 'long_nm': 'Fox Sports Indiana', 'code': 'indr', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'visitor'}, {'name': 'FSO', 'long_nm': 'Fox Sports Ohio - Cleveland', 'code': 'cler', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'home'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '1070 The Fan'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WTAM 1100 / 100.7 WMMS / 87.7 FM (ESP)'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'FSOhio'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'FSI'}]",1610612754,IND,Indiana,IND,Pacers,pacers,pacers,130,"[{'period_value': '1', 'period_name': 'Q1', 'score': '27'}, {'period_value': '2', 'period_name': 'Q2', 'score': '26'}, {'period_value': '3', 'period_name': 'Q3', 'score': '24'}, {'period_value': '4', 'period_name': 'Q4', 'score': '27'}, {'period_value': '5', 'period_name': 'OT1', 'score': '10'}, {'period_value': '6', 'period_name': 'OT2', 'score': '16'}]",1610612739,CLE,Cleveland,CLE,Cavaliers,cavaliers,cavaliers,135,"[{'period_value': '1', 'period_name': 'Q1', 'score': '26'}, {'period_value': '2', 'period_name': 'Q2', 'score': '34'}, {'period_value': '3', 'period_name': 'Q3', 'score': '23'}, {'period_value': '4', 'period_name': 'Q4', 'score': '21'}, {'period_value': '5', 'period_name': 'OT1', 'score': '10'}, {'period_value': '6', 'period_name': 'OT2', 'score': '21'}]"
