gameId,seasonStageId,startDateEastern,period.current,period.type,period.maxRegular,hTeam.teamId,hTeam.score,vTeam.teamId,vTeam.score
0011800001,1,20180928,4,0,4,1610612755,104,15016,84
0011800002,1,20180928,4,0,4,1610612766,104,1610612738,97
0011800003,1,20180929,4,0,4,1610612761,122,1610612757,104
0011800004,1,20180929,4,0,4,1610612742,116,15021,63
0011800005,1,20180929,4,0,4,1610612744,110,1610612750,114
0011800006,1,20180929,4,0,4,1610612762,130,104,72
0011800007,1,20180930,4,0,4,1610612759,104,1610612748,100
0011800008,1,20180930,4,0,4,1610612738,115,1610612766,112
0011800009,1,20180930,4,0,4,1610612741,128,1610612740,116
0011800010,1,20180930,4,0,4,1610612747,107,1610612743,124
0011800011,1,20180930,4,0,4,1610612746,110,15015,91
0011800012,1,20181001,4,0,4,1610612755,120,1610612753,114
0011800013,1,20181001,5,0,4,1610612764,121,1610612752,124
0011800014,1,20181001,4,0,4,1610612737,116,1610612740,102
0011800015,1,20181001,4,0,4,1610612756,102,1610612758,106
0011800016,1,20181002,4,0,4,1610612766,122,1610612748,113
0011800017,1,20181002,4,0,4,1610612738,95,1610612739,102
0011800018,1,20181002,4,0,4,1610612745,131,1610612763,115
0011800019,1,20181002,4,0,4,1610612762,105,1610612761,90
0011800020,1,20181002,4,0,4,1610612747,111,1610612743,113
0011800021,1,20181003,4,0,4,1610612751,102,1610612752,107
0011800022,1,20181003,4,0,4,1610612749,116,1610612741,82
0011800023,1,20181003,4,0,4,1610612760,91,1610612765,97
0011800024,1,20181003,4,0,4,1610612756,91,15020,86
0011800025,1,20181003,4,0,4,1610612746,128,1610612750,101
0011800026,1,20181004,4,0,4,1610612745,100,1610612754,110
0011800027,1,20181004,4,0,4,1610612747,128,1610612758,123
0011800028,1,20181005,4,0,4,1610612742,114,1610612755,120
0011800029,1,20181005,4,0,4,1610612753,119,12325,82
0011800030,1,20181005,4,0,4,1610612761,120,15016,82
0011800031,1,20181005,4,0,4,1610612764,121,1610612748,114
0011800032,1,20181005,4,0,4,1610612752,106,1610612740,100
0011800033,1,20181005,4,0,4,1610612763,120,1610612737,110
0011800034,1,20181005,4,0,4,1610612750,101,1610612760,113
0011800035,1,20181005,4,0,4,1610612759,117,1610612765,93
0011800036,1,20181005,4,0,4,1610612743,96,104,88
0011800037,1,20181005,4,0,4,1610612762,129,15019,99
0011800038,1,20181005,4,0,4,1610612756,93,1610612757,115
0011800039,1,20181005,4,0,4,1610612744,122,1610612758,94
0011800040,1,20181006,4,0,4,1610612739,113,1610612738,102
0011800041,1,20181006,5,0,4,1610612763,109,1610612754,104
0011800042,1,20181006,4,0,4,1610612747,87,1610612746,103
0011800043,1,20181007,4,0,4,1610612760,113,1610612737,94
0011800044,1,20181007,4,0,4,1610612759,93,1610612745,108
0011800045,1,20181007,4,0,4,1610612750,107,1610612749,125
0011800046,1,20181007,4,0,4,1610612757,112,1610612762,123
0011800047,1,20181008,4,0,4,1610612755,112,1610612742,115
0011800048,1,20181008,4,0,4,1610612766,110,1610612741,104
0011800049,1,20181008,4,0,4,1610612739,102,1610612754,111
0011800050,1,20181008,5,0,4,1610612765,108,1610612751,110
0011800051,1,20181008,4,0,4,1610612748,90,1610612753,89
0011800052,1,20181008,4,0,4,1610612752,98,1610612764,110
0011800053,1,20181008,4,0,4,1610612758,132,93,100
0011800054,1,20181008,4,0,4,1610612744,109,1610612756,117
0011800055,1,20181009,4,0,4,1610612745,128,12329,86
0011800056,1,20181009,5,0,4,1610612760,119,1610612749,115
0011800057,1,20181009,4,0,4,1610612746,109,1610612743,103
0011800058,1,20181010,4,0,4,1610612765,97,1610612764,102
0011800059,1,20181010,4,0,4,1610612753,102,1610612763,86
0011800060,1,20181010,4,0,4,1610612761,118,1610612751,91
0011800061,1,20181010,4,0,4,1610612737,130,1610612759,127
0011800062,1,20181010,4,0,4,1610612748,140,1610612740,128
0011800063,1,20181010,4,0,4,1610612741,104,1610612754,89
0011800064,1,20181010,4,0,4,1610612757,116,1610612756,83
0011800065,1,20181010,4,0,4,1610612747,123,1610612744,113
0011800066,1,20181011,4,0,4,1610612740,119,1610612761,134
0011800068,1,20181011,4,0,4,1610612758,93,1610612762,132
0011800067,1,20181011,4,0,4,1610612746,124,93,76
0011800069,1,20181012,4,0,4,1610612753,81,1610612759,100
0011800070,1,20181012,4,0,4,1610612764,140,15018,111
0011800071,1,20181012,4,0,4,1610612742,118,1610612766,123
0011800075,1,20181012,4,0,4,1610612739,110,1610612765,129
0011800072,1,20181012,4,0,4,1610612752,107,1610612751,113
0011800073,1,20181012,4,0,4,1610612748,119,1610612737,113
0011800074,1,20181012,4,0,4,1610612741,93,1610612743,98
0011800076,1,20181012,4,0,4,1610612763,103,1610612745,121
0011800077,1,20181012,4,0,4,1610612749,143,1610612750,121
0011800078,1,20181012,4,0,4,1610612757,118,1610612758,115
0011800079,1,20181012,4,0,4,1610612744,105,1610612747,119
0021800001,2,20181016,4,0,4,1610612738,105,1610612755,87
0021800002,2,20181016,4,0,4,1610612744,108,1610612760,100
0021800003,2,20181017,4,0,4,1610612766,112,1610612749,113
0021800004,2,20181017,4,0,4,1610612765,103,1610612751,100
0021800005,2,20181017,4,0,4,1610612754,111,1610612763,83
0021800006,2,20181017,4,0,4,1610612753,104,1610612748,101
0021800007,2,20181017,4,0,4,1610612752,126,1610612737,107
0021800008,2,20181017,4,0,4,1610612761,116,1610612739,104
0021800009,2,20181017,4,0,4,1610612745,112,1610612740,131
0021800010,2,20181017,4,0,4,1610612759,112,1610612750,108
0021800011,2,20181017,4,0,4,1610612758,117,1610612762,123
0021800012,2,20181017,4,0,4,1610612746,98,1610612743,107
0021800013,2,20181017,4,0,4,1610612756,121,1610612742,100
0021800014,2,20181018,4,0,4,1610612755,127,1610612741,108
0021800015,2,20181018,4,0,4,1610612764,112,1610612748,113
0021800016,2,20181018,4,0,4,1610612757,128,1610612747,119
0021800017,2,20181019,4,0,4,1610612753,88,1610612766,120
0021800018,2,20181019,4,0,4,1610612751,107,1610612752,105
0021800019,2,20181019,4,0,4,1610612761,113,1610612738,101
0021800020,2,20181019,4,0,4,1610612763,131,1610612737,117
0021800021,2,20181019,4,0,4,1610612750,131,1610612739,123
0021800022,2,20181019,4,0,4,1610612740,149,1610612758,129
0021800023,2,20181019,4,0,4,1610612749,118,1610612754,101
0021800024,2,20181019,4,0,4,1610612762,123,1610612744,124
0021800025,2,20181019,4,0,4,1610612746,108,1610612760,92
0021800026,2,20181020,4,0,4,1610612754,132,1610612751,112
0021800027,2,20181020,4,0,4,1610612764,113,1610612761,117
0021800028,2,20181020,4,0,4,1610612752,101,1610612738,103
0021800029,2,20181020,4,0,4,1610612755,116,1610612753,115
0021800030,2,20181020,4,0,4,1610612748,112,1610612766,113
0021800031,2,20181020,4,0,4,1610612741,116,1610612765,118
0021800032,2,20181020,4,0,4,1610612742,140,1610612750,136
0021800033,2,20181020,4,0,4,1610612743,119,1610612756,91
0021800034,2,20181020,4,0,4,1610612757,121,1610612759,108
0021800035,2,20181020,4,0,4,1610612747,115,1610612745,124
0021800036,2,20181021,4,0,4,1610612739,111,1610612737,133
