gameId,seasonStageId,startDateEastern,period.current,period.type,period.maxRegular,hTeam.teamId,hTeam.score,vTeam.teamId,vTeam.score
0011600001,1,20161001,4,0,4,1610612761,97,1610612744,93
0011600002,1,20161001,4,0,4,1610612740,116,1610612742,102
0011600003,1,20161002,4,0,4,1610612745,131,12329,94
0011600010,1,20161003,5,0,4,12315,142,1610612760,137
0011600005,1,20161003,4,0,4,1610612741,91,1610612749,93
0011600006,1,20161003,4,0,4,1610612763,102,1610612753,97
0011600009,1,20161003,4,0,4,1610612742,95,1610612766,88
0011600004,1,20161003,4,0,4,1610612761,106,1610612743,108
0011600007,1,20161003,4,0,4,1610612756,91,1610612759,86
0011600008,1,20161003,4,0,4,1610612757,98,1610612762,89
0011600011,1,20161004,4,0,4,1610612755,92,1610612738,89
0011600012,1,20161004,4,0,4,1610612764,95,1610612748,106
0011600013,1,20161004,4,0,4,1610612740,96,1610612754,113
0011600014,1,20161004,4,0,4,1610612745,130,1610612752,103
0011600015,1,20161004,4,0,4,1610612747,103,1610612758,84
0011600016,1,20161004,4,0,4,1610612744,120,1610612746,73
0011600020,1,20161005,4,0,4,12304,89,1610612760,92
0011600017,1,20161005,4,0,4,1610612739,117,1610612753,102
0011600018,1,20161005,4,0,4,1610612756,99,1610612762,104
0011600019,1,20161005,4,0,4,1610612746,104,1610612761,98
0011600021,1,20161006,6,0,4,1610612755,119,1610612764,125
0011600022,1,20161006,4,0,4,1610612754,115,1610612741,108
0011600024,1,20161006,4,0,4,1610612751,101,1610612765,94
0011600025,1,20161006,4,0,4,1610612766,92,1610612738,107
0011600023,1,20161006,4,0,4,1610612763,83,1610612737,104
0011600026,1,20161006,4,0,4,1610612744,105,1610612758,96
0011600027,1,20161007,4,0,4,1610612757,115,1610612756,110
0011600028,1,20161007,4,0,4,1610612747,97,1610612743,101
0011600029,1,20161008,4,0,4,1610612738,104,1610612766,86
0011600031,1,20161008,4,0,4,1610612752,116,1610612751,98
0011600033,1,20161008,4,0,4,1610612739,108,1610612755,105
0011600030,1,20161008,4,0,4,1610612741,121,1610612754,105
0011600032,1,20161008,4,0,4,1610612748,100,1610612750,109
0011600034,1,20161008,4,0,4,1610612749,88,1610612742,74
0011600035,1,20161008,4,0,4,1610612759,102,1610612737,91
0011600037,1,20161009,4,0,4,1610612745,123,1610612740,117
0011600036,1,20161009,4,0,4,1610612747,124,1610612743,115
0011600038,1,20161010,4,0,4,1610612766,98,1610612750,86
0011600039,1,20161010,4,0,4,1610612752,90,1610612764,88
0011600040,1,20161010,4,0,4,1610612737,99,1610612739,93
0011600041,1,20161010,4,0,4,1610612765,81,1610612759,86
0011600042,1,20161010,4,0,4,1610612746,94,1610612762,96
0011600043,1,20161010,4,0,4,1610612758,135,93,96
0011600045,1,20161011,4,0,4,1610612748,121,1610612751,100
0011600044,1,20161011,4,0,4,1610612763,121,1610612755,91
0011600046,1,20161011,4,0,4,1610612742,114,1610612760,109
0011600047,1,20161011,5,0,4,1610612747,106,1610612757,109
0011600052,1,20161012,4,0,4,1610612740,104,1610612745,116
0011600049,1,20161012,4,0,4,1610612753,89,1610612759,95
0011600048,1,20161012,4,0,4,1610612754,101,1610612749,83
0011600050,1,20161012,4,0,4,1610612750,105,1610612743,88
0011600051,1,20161012,4,0,4,1610612762,110,1610612756,111
0011600053,1,20161013,4,0,4,1610612764,100,1610612755,79
0011600055,1,20161013,4,0,4,1610612751,97,1610612738,100
0011600056,1,20161013,4,0,4,1610612737,94,1610612765,99
0011600054,1,20161013,4,0,4,1610612760,94,1610612763,110
0011600059,1,20161013,4,0,4,1610612739,94,1610612761,119
0011600057,1,20161013,4,0,4,1610612746,109,1610612757,108
0011600058,1,20161013,4,0,4,1610612747,104,1610612758,116
0011600060,1,20161014,4,0,4,1610612761,122,12330,105
0011600061,1,20161014,4,0,4,1610612753,114,1610612754,106
0011600062,1,20161014,4,0,4,1610612741,118,1610612739,108
0011600065,1,20161014,4,0,4,1610612759,100,1610612748,108
0011600063,1,20161014,5,0,4,1610612743,128,1610612744,129
0011600064,1,20161014,4,0,4,1610612756,112,1610612742,107
0011600066,1,20161015,4,0,4,1610612755,76,1610612765,97
0011600069,1,20161015,4,0,4,1610612758,124,1610612764,119
0011600070,1,20161015,4,0,4,1610612752,107,1610612738,119
0011600071,1,20161015,4,0,4,1610612748,96,1610612750,101
0011600067,1,20161015,6,0,4,1610612745,125,1610612763,134
0011600072,1,20161015,4,0,4,1610612749,86,1610612741,107
0011600068,1,20161015,4,0,4,1610612747,107,1610612744,112
0011600073,1,20161016,4,0,4,1610612753,98,1610612737,105
0011600074,1,20161016,4,0,4,1610612760,112,1610612750,94
0011600075,1,20161016,4,0,4,1610612757,97,1610612743,106
0011600078,1,20161017,4,0,4,1610612738,120,1610612751,99
0011600079,1,20161017,4,0,4,1610612765,102,1610612749,78
0011600076,1,20161017,5,0,4,1610612741,104,1610612766,108
0011600077,1,20161017,4,0,4,1610612762,104,1610612746,78
0011600080,1,20161018,4,0,4,1610612739,91,1610612764,96
0011600083,1,20161018,4,0,4,1610612737,96,1610612740,89
0011600084,1,20161018,4,0,4,1610612748,107,1610612753,77
0011600081,1,20161018,4,0,4,1610612760,97,1610612743,87
0011600082,1,20161018,4,0,4,1610612758,89,1610612746,92
0011600089,1,20161019,4,0,4,1610612738,96,1610612752,121
0011600090,1,20161019,4,0,4,1610612765,92,1610612761,103
0011600085,1,20161019,4,0,4,1610612749,111,1610612754,103
0011600086,1,20161019,4,0,4,1610612750,101,1610612763,94
0011600091,1,20161019,4,0,4,1610612742,91,1610612745,106
0011600087,1,20161019,4,0,4,1610612762,84,1610612757,88
0011600088,1,20161019,4,0,4,1610612747,112,1610612744,123
0011600092,1,20161020,4,0,4,1610612766,96,1610612748,88
0011600093,1,20161020,5,0,4,1610612753,114,1610612740,111
0011600095,1,20161020,4,0,4,1610612751,111,1610612752,116
0011600094,1,20161020,4,0,4,1610612741,81,1610612737,97
0011600096,1,20161021,4,0,4,1610612764,119,1610612761,82
0011600100,1,20161021,4,0,4,1610612748,110,1610612755,113
0011600097,1,20161021,4,0,4,1610612750,109,1610612766,74
0011600101,1,20161021,4,0,4,1610612759,114,1610612745,99
0011600098,1,20161021,4,0,4,1610612743,101,1610612742,75
0011600099,1,20161021,4,0,4,1610612747,94,1610612756,98
0011600102,1,20161021,4,0,4,1610612744,107,1610612757,96
0021600001,2,20161025,4,0,4,1610612739,117,1610612752,88
0021600002,2,20161025,4,0,4,1610612757,113,1610612762,104
0021600003,2,20161025,4,0,4,1610612744,100,1610612759,129
0021600004,2,20161026,4,0,4,1610612753,96,1610612748,108
0021600005,2,20161026,5,0,4,1610612754,130,1610612742,121
0021600006,2,20161026,4,0,4,1610612738,122,1610612751,117
0021600007,2,20161026,4,0,4,1610612761,109,1610612765,91
0021600008,2,20161026,4,0,4,1610612749,96,1610612766,107
0021600009,2,20161026,4,0,4,1610612763,102,1610612750,98
0021600010,2,20161026,4,0,4,1610612740,102,1610612743,107
0021600011,2,20161026,4,0,4,1610612755,97,1610612760,103
0021600012,2,20161026,4,0,4,1610612756,94,1610612758,113
