id,game_url,season_id,date,time,arena,city,state,country,home_start_date,home_start_time,visitor_start_date,visitor_start_time,previewAvailable,recapAvailable,notebookAvailable,tnt_ot,buzzerBeater,ticket.ticket_link,period_time.period_value,period_time.period_status,period_time.game_status,period_time.game_clock,period_time.total_periods,period_time.period_name,lp.lp_video,lp.condensed_bb,lp.visitor.audio.ENG,lp.visitor.audio.SPA,lp.visitor.video.avl,lp.visitor.video.onAir,lp.visitor.video.archBB,lp.home.audio.ENG,lp.home.audio.SPA,lp.home.video.avl,lp.home.video.onAir,lp.home.video.archBB,dl.link,visitor.id,visitor.team_key,visitor.city,visitor.abbreviation,visitor.nickname,visitor.url_name,visitor.team_code,visitor.score,home.id,home.team_key,home.city,home.abbreviation,home.nickname,home.url_name,home.team_code,home.score,visitor.linescores.period,home.linescores.period
0021700892,20180225/DETCHA,22017,20180225,1300,Spectrum Center,Charlotte,NC,USA,20180225,1300,20180225,1300,0,0,0,0,0,https://a.data.nba.com/tickets/single/2019/0021700892/WEB_MWEB,4,Final,3,,4,Qtr,false,,false,false,false,false,false,false,false,false,false,false,[],1610612765,DET,Detroit,DET,Pistons,pistons,pistons,98,1610612766,CHA,Charlotte,CHA,Hornets,hornets,hornets,114,,
0021700893,20180225/NOPMIL,22017,20180225,1500,BMO Harris Bradley Center,Milwaukee,WI,USA,20180225,1400,20180225,1400,0,0,0,0,1,https://a.data.nba.com/tickets/single/2019/0021700893/WEB_MWEB,5,Final,3,,4,Qtr,false,,false,false,false,false,false,false,false,false,false,false,[],1610612740,NOP,New Orleans,NOP,Pelicans,pelicans,pelicans,123,1610612749,MIL,Milwaukee,MIL,Bucks,bucks,bucks,121,,
0021700894,20180225/SASCLE,22017,20180225,1530,Quicken Loans Arena,Cleveland,OH,USA,20180225,1530,20180225,1430,0,0,0,0,0,https://a.data.nba.com/tickets/single/2019/0021700894/WEB_MWEB,4,Final,3,,4,Qtr,false,,false,false,false,false,false,false,false,false,false,false,[],1610612759,SAS,San Antonio,SAS,Spurs,spurs,spurs,110,1610612739,CLE,Cleveland,CLE,Cavaliers,cavaliers,cavaliers,94,,
0021700895,20180225/PHIWAS,22017,20180225,2000,Capital One Arena,Washington,DC,USA,20180225,2000,20180225,2000,0,0,0,0,0,https://a.data.nba.com/tickets/single/2019/0021700895/WEB_MWEB,4,Final,3,,4,Qtr,false,,false,false,false,false,false,false,false,false,false,false,[],1610612755,PHI,Philadelphia,PHI,76ers,sixers,sixers,94,1610612764,WAS,Washington,WAS,Wizards,wizards,wizards,109,,
0021700896,20180225/HOUDEN,22017,20180225,2000,Pepsi Center,Denver,CO,USA,20180225,1800,20180225,1900,0,0,0,0,0,https://a.data.nba.com/tickets/single/2019/0021700896/WEB_MWEB,4,Final,3,,4,Qtr,false,,false,false,false,false,false,false,false,false,false,false,[],1610612745,HOU,Houston,HOU,Rockets,rockets,rockets,119,1610612743,DEN,Denver,DEN,Nuggets,nuggets,nuggets,114,"[{'period_value': '1', 'period_name': 'Q1', 'score': '38'}, {'period_value': '2', 'period_name': 'Q2', 'score': '28'}, {'period_value': '3', 'period_name': 'Q3', 'score': '26'}, {'period_value': '4', 'period_name': 'Q4', 'score': '27'}]","[{'period_value': '1', 'period_name': 'Q1', 'score': '25'}, {'period_value': '2', 'period_name': 'Q2', 'score': '27'}, {'period_value': '3', 'period_name': 'Q3', 'score': '27'}, {'period_value': '4', 'period_name': 'Q4', 'score': '35'}]"
