id,game_url,season_id,date,time,arena,city,state,country,home_start_date,home_start_time,visitor_start_date,visitor_start_time,previewAvailable,recapAvailable,notebookAvailable,tnt_ot,buzzerBeater,ticket.ticket_link,period_time.period_value,period_time.period_status,period_time.game_status,period_time.game_clock,period_time.total_periods,period_time.period_name,lp.lp_video,lp.condensed_bb,lp.visitor.audio.ENG,lp.visitor.audio.SPA,lp.visitor.video.avl,lp.visitor.video.onAir,lp.visitor.video.archBB,lp.home.audio.ENG,lp.home.audio.SPA,lp.home.video.avl,lp.home.video.onAir,lp.home.video.archBB,dl.link,broadcasters.radio.broadcaster,broadcasters.tv.broadcaster,visitor.id,visitor.team_key,visitor.city,visitor.abbreviation,visitor.nickname,visitor.url_name,visitor.team_code,visitor.score,visitor.linescores.period,home.id,home.team_key,home.city,home.abbreviation,home.nickname,home.url_name,home.team_code,home.score,home.linescores.period
0021701050,20180319/MILCLE,22017,20180319,1900,Quicken Loans Arena,Cleveland,OH,USA,20180319,1900,20180319,1800,0,0,0,0,0,https://a.data.nba.com/tickets/single/2017/0021701050/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,false,false,false,false,false,true,"[{'name': 'ESPN', 'long_nm': '', 'code': 'espn', 'url': 'http://www.espn.com/watch?id=3262173', 'mobile_url': 'watchespn://showEvent?eventId=3262173', 'home_visitor': 'natl'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'AM 620 WTMJ'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WTAM 1100 / 100.7 WMMS / 87.7 FM (ESP)'}]","[{'scope': 'natl', 'home_visitor': 'natl', 'display_name': 'ESPN'}, {'scope': 'can', 'home_visitor': 'can', 'display_name': 'TSNN'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'Fox Sports Ohio'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Fox Sports Wisconsin'}]",1610612749,MIL,Milwaukee,MIL,Bucks,bucks,bucks,117,"[{'period_value': '1', 'period_name': 'Q1', 'score': '25'}, {'period_value': '2', 'period_name': 'Q2', 'score': '32'}, {'period_value': '3', 'period_name': 'Q3', 'score': '28'}, {'period_value': '4', 'period_name': 'Q4', 'score': '32'}]",1610612739,CLE,Cleveland,CLE,Cavaliers,cavaliers,cavaliers,124,"[{'period_value': '1', 'period_name': 'Q1', 'score': '26'}, {'period_value': '2', 'period_name': 'Q2', 'score': '38'}, {'period_value': '3', 'period_name': 'Q3', 'score': '29'}, {'period_value': '4', 'period_name': 'Q4', 'score': '31'}]"
0021701051,20180319/LALIND,22017,20180319,1900,Bankers Life Fieldhouse,Indianapolis,IN,USA,20180319,1900,20180319,1600,0,0,0,0,0,https://a.data.nba.com/tickets/single/2017/0021701051/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,"[{'name': 'FSIND', 'long_nm': 'Fox Sports Indiana', 'code': 'indr', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'home'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '710 AM ESPN / 1330 AM ESPN DEPORTES'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': '1070 The Fan/107.5 FM'}]","[{'scope': 'can', 'home_visitor': 'can', 'display_name': 'Sportsnet One'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'Fox Sports Indiana'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'SpecSN/SpecD'}]",1610612747,LAL,Los Angeles,LAL,Lakers,lakers,lakers,100,"[{'period_value': '1', 'period_name': 'Q1', 'score': '37'}, {'period_value': '2', 'period_name': 'Q2', 'score': '22'}, {'period_value': '3', 'period_name': 'Q3', 'score': '21'}, {'period_value': '4', 'period_name': 'Q4', 'score': '20'}]",1610612754,IND,Indiana,IND,Pacers,pacers,pacers,110,"[{'period_value': '1', 'period_name': 'Q1', 'score': '29'}, {'period_value': '2', 'period_name': 'Q2', 'score': '28'}, {'period_value': '3', 'period_name': 'Q3', 'score': '35'}, {'period_value': '4', 'period_name': 'Q4', 'score': '18'}]"
0021701052,20180319/CHAPHI,22017,20180319,1900,Wells Fargo Center,Philadelphia,PA,USA,20180319,1900,20180319,1900,0,0,0,0,0,https://a.data.nba.com/tickets/single/2017/0021701052/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,"[{'name': 'FSSE-CHA', 'long_nm': 'Fox Sports Southeast - Charlotte', 'code': 'char', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'visitor'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '610 AM The Fan'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': '97.5 The Fanatic'}]","[{'scope': 'can', 'home_visitor': 'can', 'display_name': 'NBATV Canada'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'NBCSP'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Fox Sports Southeast - Carolinas'}]",1610612766,CHA,Charlotte,CHA,Hornets,hornets,hornets,94,"[{'period_value': '1', 'period_name': 'Q1', 'score': '18'}, {'period_value': '2', 'period_name': 'Q2', 'score': '38'}, {'period_value': '3', 'period_name': 'Q3', 'score': '14'}, {'period_value': '4', 'period_name': 'Q4', 'score': '24'}]",1610612755,PHI,Philadelphia,PHI,76ers,sixers,sixers,108,"[{'period_value': '1', 'period_name': 'Q1', 'score': '21'}, {'period_value': '2', 'period_name': 'Q2', 'score': '28'}, {'period_value': '3', 'period_name': 'Q3', 'score': '32'}, {'period_value': '4', 'period_name': 'Q4', 'score': '27'}]"
0021701053,20180319/MEMBKN,22017,20180319,1930,Barclays Center,Brooklyn,NY,USA,20180319,1930,20180319,1830,0,0,0,0,0,https://a.data.nba.com/tickets/single/2017/0021701053/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,"[{'name': 'FSSE-MEM', 'long_nm': 'Fox Sports Southeast - Memphis', 'code': 'memr', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'visitor'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'WMFS'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WFAN'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'YES'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Fox Sports Southeast - Memphis'}]",1610612763,MEM,Memphis,MEM,Grizzlies,grizzlies,grizzlies,115,"[{'period_value': '1', 'period_name': 'Q1', 'score': '31'}, {'period_value': '2', 'period_name': 'Q2', 'score': '32'}, {'period_value': '3', 'period_name': 'Q3', 'score': '31'}, {'period_value': '4', 'period_name': 'Q4', 'score': '21'}]",1610612751,BKN,Brooklyn,BKN,Nets,nets,nets,118,"[{'period_value': '1', 'period_name': 'Q1', 'score': '32'}, {'period_value': '2', 'period_name': 'Q2', 'score': '33'}, {'period_value': '3', 'period_name': 'Q3', 'score': '22'}, {'period_value': '4', 'period_name': 'Q4', 'score': '31'}]"
0021701054,20180319/DENMIA,22017,20180319,1930,AmericanAirlines Arena,Miami,FL,USA,20180319,1930,20180319,1730,0,0,0,0,0,https://a.data.nba.com/tickets/single/2017/0021701054/WEB_MWEB,6,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,"[{'name': 'FSSUN', 'long_nm': 'Fox Sports Sun', 'code': 'miar', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'home'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'KKSE 950AM'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': '790 The Ticket / S: WAQI 710 AM'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'FS-SUN'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'Altitude'}]",1610612743,DEN,Denver,DEN,Nuggets,nuggets,nuggets,141,"[{'period_value': '1', 'period_name': 'Q1', 'score': '37'}, {'period_value': '2', 'period_name': 'Q2', 'score': '26'}, {'period_value': '3', 'period_name': 'Q3', 'score': '28'}, {'period_value': '4', 'period_name': 'Q4', 'score': '27'}, {'period_value': '5', 'period_name': 'OT1', 'score': '13'}, {'period_value': '6', 'period_name': 'OT2', 'score': '10'}]",1610612748,MIA,Miami,MIA,Heat,heat,heat,149,"[{'period_value': '1', 'period_name': 'Q1', 'score': '36'}, {'period_value': '2', 'period_name': 'Q2', 'score': '28'}, {'period_value': '3', 'period_name': 'Q3', 'score': '28'}, {'period_value': '4', 'period_name': 'Q4', 'score': '26'}, {'period_value': '5', 'period_name': 'OT1', 'score': '13'}, {'period_value': '6', 'period_name': 'OT2', 'score': '18'}]"
0021701055,20180319/CHINYK,22017,20180319,1930,Madison Square Garden,New York,NY,USA,20180319,1930,20180319,1830,0,0,0,0,0,https://a.data.nba.com/tickets/single/2017/0021701055/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,"[{'name': 'MSG', 'long_nm': 'Madison Square Garden', 'code': 'nykr', 'url': 'http://www.msggo.com/', 'mobile_url': '', 'home_visitor': 'home'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'WSCR-AM 670'}]","[{'scope': 'local', 'home_visitor': 'home', 'display_name': 'MSG'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'WGN-TV'}]",1610612741,CHI,Chicago,CHI,Bulls,bulls,bulls,92,"[{'period_value': '1', 'period_name': 'Q1', 'score': '18'}, {'period_value': '2', 'period_name': 'Q2', 'score': '19'}, {'period_value': '3', 'period_name': 'Q3', 'score': '30'}, {'period_value': '4', 'period_name': 'Q4', 'score': '25'}]",1610612752,NYK,New York,NYK,Knicks,knicks,knicks,110,"[{'period_value': '1', 'period_name': 'Q1', 'score': '19'}, {'period_value': '2', 'period_name': 'Q2', 'score': '28'}, {'period_value': '3', 'period_name': 'Q3', 'score': '36'}, {'period_value': '4', 'period_name': 'Q4', 'score': '27'}]"
0021701056,20180319/GSWSAS,22017,20180319,2130,AT&T Center,San Antonio,TX,USA,20180319,2030,20180319,1830,0,0,0,0,0,https://a.data.nba.com/tickets/single/2017/0021701056/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,false,false,false,false,false,true,"[{'name': 'ESPN', 'long_nm': '', 'code': 'espn', 'url': 'http://www.espn.com/watch?id=3261645', 'mobile_url': 'watchespn://showEvent?eventId=3261645', 'home_visitor': 'natl'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '95.7 The Game'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'WOAI 1200AM'}]","[{'scope': 'natl', 'home_visitor': 'natl', 'display_name': 'ESPN'}, {'scope': 'can', 'home_visitor': 'can', 'display_name': 'TSN1/3'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'KENS HD'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'NBCSBA'}]",1610612744,GSW,Golden State,GSW,Warriors,warriors,warriors,75,"[{'period_value': '1', 'period_name': 'Q1', 'score': '21'}, {'period_value': '2', 'period_name': 'Q2', 'score': '20'}, {'period_value': '3', 'period_name': 'Q3', 'score': '22'}, {'period_value': '4', 'period_name': 'Q4', 'score': '12'}]",1610612759,SAS,San Antonio,SAS,Spurs,spurs,spurs,89,"[{'period_value': '1', 'period_name': 'Q1', 'score': '30'}, {'period_value': '2', 'period_name': 'Q2', 'score': '19'}, {'period_value': '3', 'period_name': 'Q3', 'score': '12'}, {'period_value': '4', 'period_name': 'Q4', 'score': '28'}]"
0021701057,20180319/DETSAC,22017,20180319,2200,Golden 1 Center,Sacramento,CA,USA,20180319,1900,20180319,2200,0,0,0,0,0,https://a.data.nba.com/tickets/single/2017/0021701057/WEB_MWEB,4,Final,3,,4,Qtr,true,true,false,false,false,false,true,false,false,false,false,true,"[{'name': 'FSD', 'long_nm': 'Fox Sports Detroit', 'code': 'detr', 'url': 'http://www.foxsportsgo.com', 'mobile_url': '', 'home_visitor': 'visitor'}]","[{'scope': 'local', 'home_visitor': 'visitor', 'display_name': '97.1 FM The Ticket'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'KHTK Sports 1140 AM'}]","[{'scope': 'can', 'home_visitor': 'can', 'display_name': 'NBATV Canada'}, {'scope': 'local', 'home_visitor': 'home', 'display_name': 'NBCSCA'}, {'scope': 'local', 'home_visitor': 'visitor', 'display_name': 'FS Detroit'}]",1610612765,DET,Detroit,DET,Pistons,pistons,pistons,106,"[{'period_value': '1', 'period_name': 'Q1', 'score': '25'}, {'period_value': '2', 'period_name': 'Q2', 'score': '19'}, {'period_value': '3', 'period_name': 'Q3', 'score': '29'}, {'period_value': '4', 'period_name': 'Q4', 'score': '33'}]",1610612758,SAC,Sacramento,SAC,Kings,kings,kings,90,"[{'period_value': '1', 'period_name': 'Q1', 'score': '21'}, {'period_value': '2', 'period_name': 'Q2', 'score': '23'}, {'period_value': '3', 'period_name': 'Q3', 'score': '22'}, {'period_value': '4', 'period_name': 'Q4', 'score': '24'}]"
