personId,firstName,lastName,teamId,min,points,fgm,fga,ftm,fta,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,gameId
1628384,OG,Anunoby,1610612761,20,4,2,6,0,0,0,2,3,1,4,1,2,0,1,0,1,0021900640
1627783,Pascal,Siakam,1610612761,29,18,6,13,6,7,0,4,0,6,6,1,2,1,1,1,5,0021900640
201188,Marc,Gasol,1610612761,23,14,4,8,4,7,2,6,0,5,5,2,1,0,2,0,-10,0021900640
200768,Kyle,Lowry,1610612761,29,10,3,11,4,4,0,5,1,3,4,7,4,1,3,1,8,0021900640
1627832,Fred,VanVleet,1610612761,26,20,4,11,11,14,1,4,1,3,4,2,2,3,1,0,-6,0021900640
1626181,Norman,Powell,1610612761,25,27,7,14,7,7,6,9,1,0,1,1,3,2,3,0,10,0021900640
201586,Serge,Ibaka,1610612761,24,8,3,10,0,0,2,6,2,5,7,0,2,1,1,0,14,0021900640
1627775,Patrick,McCaw,1610612761,22,2,1,2,0,0,0,0,0,0,0,4,3,3,1,0,7,0021900640
1629056,Terence,Davis,1610612761,19,12,5,10,0,0,2,6,2,2,4,4,1,0,1,1,0,0021900640
1626178,Rondae,Hollis-Jefferson,1610612761,20,7,3,7,1,4,0,0,2,8,10,3,5,2,0,0,-4,0021900640
1628449,Chris,Boucher,1610612761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900640
1626169,Stanley,Johnson,1610612761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900640
1629744,Matt,Thomas,1610612761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900640
1629629,Cam,Reddish,1610612737,34,13,5,13,0,0,3,6,1,7,8,1,3,2,3,0,-6,0021900640
1629631,De'Andre,Hunter,1610612737,27,13,4,8,3,4,2,4,1,5,6,4,6,1,3,2,13,0021900640
1628381,John,Collins,1610612737,37,17,8,11,1,2,0,1,2,9,11,0,6,0,3,3,-2,0021900640
1628989,Kevin,Huerter,1610612737,29,9,3,12,0,1,3,9,0,7,7,3,4,0,1,1,2,0021900640
1629027,Trae,Young,1610612737,39,42,11,20,18,21,2,7,1,5,6,15,3,1,7,0,1,0021900640
1628981,Bruno,Fernando,1610612737,16,12,6,7,0,1,0,0,2,2,4,0,5,1,1,0,8,0021900640
201952,Jeff,Teague,1610612737,11,2,1,3,0,0,0,1,1,0,1,1,2,0,2,0,-10,0021900640
1627761,DeAndre',Bembry,1610612737,17,3,1,4,1,2,0,1,1,2,3,1,2,2,1,0,-5,0021900640
1713,Vince,Carter,1610612737,8,6,2,3,0,0,2,3,0,2,2,1,1,0,1,1,-16,0021900640
1627745,Damian,Jones,1610612737,16,0,0,1,0,2,0,0,0,1,1,0,2,2,1,1,-13,0021900640
1629164,Brandon,Goodwin,1610612737,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,3,0021900640
1629718,Charles,Brown Jr.,1610612737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900640
1626203,Treveon,Graham,1610612737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900640
