personId,firstName,lastName,teamId,min,points,fgm,fga,ftm,fta,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,gameId
1629006,Josh,Okogie,1610612750,20,7,3,4,0,0,1,1,0,4,4,2,4,0,1,0,-21,0021900108
203496,Robert,Covington,1610612750,26,13,5,11,0,0,3,8,1,1,2,0,2,2,1,2,5,0021900108
1626157,Karl-Anthony,Towns,1610612750,33,25,8,19,6,6,3,11,3,10,13,2,4,0,3,2,-10,0021900108
203952,Andrew,Wiggins,1610612750,34,30,11,21,5,8,3,8,1,1,2,6,5,2,3,1,-11,0021900108
1629633,Jarrett,Culver,1610612750,29,15,5,13,3,6,2,5,2,3,5,7,3,0,0,0,4,0021900108
1627774,Jake,Layman,1610612750,22,9,3,7,2,2,1,3,0,0,0,2,1,3,2,0,-12,0021900108
1626203,Treveon,Graham,1610612750,31,10,4,9,0,0,2,3,1,5,6,4,3,1,1,1,-21,0021900108
203943,Noah,Vonleh,1610612750,15,5,1,3,3,4,0,1,2,2,4,4,0,0,0,1,2,0021900108
1629162,Jordan,McLaughlin,1610612750,21,5,2,7,0,0,1,4,0,0,0,2,0,0,0,0,-9,0021900108
203476,Gorgui,Dieng,1610612750,3,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,-5,0021900108
1629669,Jaylen,Nowell,1610612750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0021900108
1628395,Jordan,Bell,1610612750,,,,,,,,,,,,,,,,,,0021900108
203894,Shabazz,Napier,1610612750,,,,,,,,,,,,,,,,,,0021900108
203109,Jae,Crowder,1610612763,33,18,6,8,2,4,4,6,0,3,3,2,2,2,1,1,13,0021900108
1628991,Jaren,Jackson Jr.,1610612763,15,0,0,5,0,0,0,2,0,4,4,2,3,0,2,0,-22,0021900108
202685,Jonas,Valanciunas,1610612763,27,10,5,9,0,0,0,0,2,12,14,4,2,0,3,0,4,0021900108
1628415,Dillon,Brooks,1610612763,30,31,9,16,8,8,5,7,0,4,4,2,5,0,3,0,10,0021900108
1629630,Ja,Morant,1610612763,25,26,9,19,8,10,0,0,3,1,4,4,1,0,3,0,9,0021900108
1629634,Brandon,Clarke,1610612763,21,18,7,7,4,4,0,0,2,6,8,2,1,0,1,0,30,0021900108
1626145,Tyus,Jones,1610612763,23,8,3,6,2,2,0,1,0,1,1,5,1,1,1,0,10,0021900108
203998,Bruno,Caboclo,1610612763,13,5,2,5,0,0,1,4,0,3,3,2,2,0,1,2,9,0021900108
1629741,Marko,Guduric,1610612763,16,7,3,5,0,0,1,1,1,3,4,4,1,0,1,0,9,0021900108
203937,Kyle,Anderson,1610612763,18,7,3,4,1,2,0,0,0,3,3,4,4,0,1,0,4,0021900108
203524,Solomon,Hill,1610612763,12,7,3,4,0,0,1,2,0,1,1,3,0,1,0,0,4,0021900108
1628960,Grayson,Allen,1610612763,,,,,,,,,,,,,,,,,,0021900108
1629001,De'Anthony,Melton,1610612763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900108
