personId,firstName,lastName,teamId,min,points,fgm,fga,ftm,fta,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,gameId
1628411,Wes,Iwundu,1610612753,26,4,2,5,0,0,0,1,0,1,1,1,1,2,0,0,19,0021900227
1628371,Jonathan,Isaac,1610612753,29,25,10,16,1,2,4,6,1,8,9,1,5,4,0,2,4,0021900227
203920,Khem,Birch,1610612753,26,4,2,4,0,0,0,0,3,2,5,0,2,0,2,0,3,0021900227
203095,Evan,Fournier,1610612753,34,26,11,23,0,0,4,10,0,1,1,4,2,1,3,0,-22,0021900227
1628365,Markelle,Fultz,1610612753,28,13,6,11,1,1,0,1,0,2,2,9,2,1,2,0,8,0021900227
1628964,Mo,Bamba,1610612753,21,9,4,9,0,0,1,2,1,6,7,1,1,0,2,2,-8,0021900227
202329,Al-Farouq,Aminu,1610612753,19,4,1,5,2,2,0,2,2,2,4,4,2,2,1,1,-9,0021900227
203082,Terrence,Ross,1610612753,27,10,4,12,0,1,2,5,0,3,3,0,1,1,1,0,-10,0021900227
201571,D.J.,Augustin,1610612753,25,11,3,7,3,3,2,4,0,1,1,4,0,0,2,0,-10,0021900227
1628982,Melvin,Frazier Jr.,1610612753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900227
1628518,Amile,Jefferson,1610612753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900227
203705,Josh,Magette,1610612753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900227
203933,T.J.,Warren,1610612754,28,2,1,4,0,0,0,1,0,4,4,0,1,0,1,0,-16,0021900227
1627734,Domantas,Sabonis,1610612754,35,25,9,15,7,7,0,0,3,6,9,4,4,0,5,0,-2,0021900227
1626167,Myles,Turner,1610612754,30,10,4,9,0,0,2,6,1,4,5,2,3,1,4,3,-15,0021900227
203087,Jeremy,Lamb,1610612754,28,14,5,11,4,4,0,3,0,5,5,1,2,1,2,1,-8,0021900227
1628988,Aaron,Holiday,1610612754,26,13,6,13,0,0,1,4,1,3,4,4,0,1,4,0,-9,0021900227
203200,Justin,Holiday,1610612754,24,12,3,5,4,5,2,3,0,3,3,6,0,2,0,1,16,0021900227
204456,T.J.,McConnell,1610612754,22,8,4,6,0,0,0,0,0,5,5,7,2,1,2,0,10,0021900227
203926,Doug,McDermott,1610612754,22,13,5,8,0,0,3,5,0,1,1,2,0,0,0,0,20,0021900227
1629048,Goga,Bitadze,1610612754,14,6,3,4,0,0,0,0,0,2,2,0,1,0,0,1,15,0021900227
1628388,TJ,Leaf,1610612754,7,8,3,4,0,0,2,2,2,2,4,0,1,0,1,0,14,0021900227
1628993,Alize,Johnson,1610612754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900227
1628513,Naz,Mitrou-Long,1610612754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900227
