personId,firstName,lastName,teamId,min,points,fgm,fga,ftm,fta,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,gameId
203937,Kyle,Anderson,1610612763,28,6,3,7,0,0,0,1,2,7,9,3,1,0,2,0,-13,0021900769
1628991,Jaren,Jackson Jr.,1610612763,19,6,2,9,1,2,1,4,1,1,2,1,4,0,1,2,-24,0021900769
202685,Jonas,Valanciunas,1610612763,28,14,5,8,4,4,0,0,2,8,10,1,1,1,2,4,-8,0021900769
1628415,Dillon,Brooks,1610612763,26,9,4,12,1,2,0,3,0,4,4,1,3,1,0,0,-8,0021900769
1629630,Ja,Morant,1610612763,27,15,4,12,7,9,0,1,1,2,3,6,1,0,4,0,-14,0021900769
1629634,Brandon,Clarke,1610612763,22,11,4,7,2,3,1,1,2,3,5,1,0,1,1,0,-15,0021900769
1626145,Tyus,Jones,1610612763,20,13,6,13,0,0,1,2,0,1,1,7,0,2,0,0,2,0021900769
1629001,De'Anthony,Melton,1610612763,22,4,1,9,2,2,0,3,0,2,2,3,2,5,0,0,-3,0021900769
1628367,Josh,Jackson,1610612763,22,8,2,5,4,4,0,3,1,2,3,0,2,2,4,0,0,0021900769
1629139,Yuta,Watanabe,1610612763,11,9,3,7,2,2,1,2,0,1,1,1,1,1,0,0,3,0021900769
1629741,Marko,Guduric,1610612763,4,9,3,3,2,2,1,1,0,0,0,0,0,0,0,0,10,0021900769
1629723,John,Konchar,1610612763,4,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,10,0021900769
1628395,Jordan,Bell,1610612763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0021900769
202699,Tobias,Harris,1610612755,32,21,9,17,0,1,3,4,0,6,6,5,1,0,0,2,17,0021900769
201143,Al,Horford,1610612755,30,10,4,10,0,0,2,5,0,8,8,6,3,1,0,1,12,0021900769
203954,Joel,Embiid,1610612755,15,10,3,6,3,4,1,1,3,7,10,3,2,2,3,1,7,0021900769
1629003,Shake,Milton,1610612755,21,2,1,7,0,0,0,2,1,1,2,2,3,0,0,0,12,0021900769
1627732,Ben,Simmons,1610612755,34,22,9,14,4,5,0,0,0,4,4,10,3,3,7,1,23,0021900769
1627788,Furkan,Korkmaz,1610612755,28,34,13,17,1,3,7,9,3,3,6,4,0,0,2,1,15,0021900769
1629680,Matisse,Thybulle,1610612755,32,6,3,5,0,0,0,2,0,1,1,2,4,1,1,2,-1,0021900769
203118,Mike,Scott,1610612755,12,3,1,2,0,0,1,1,0,5,5,0,1,1,1,0,1,0021900769
1626196,Josh,Richardson,1610612755,14,4,2,7,0,0,0,1,1,1,2,0,3,0,4,1,-3,0021900769
203658,Norvel,Pelle,1610612755,7,5,2,2,1,2,0,0,2,1,3,0,4,0,1,2,-5,0021900769
1629015,Zhaire,Smith,1610612755,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,-6,0021900769
203526,Raul,Neto,1610612755,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-6,0021900769
1629621,Marial,Shayok,1610612755,2,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,-6,0021900769
